english,arabic,url,arabic_description
Cryptocurrency,عملة معمّاة,https://arabicglossary.dubaifuture.ae/ar/words/cryptocurrency,تسمية عامة لأي أصل رقمي أو «عملة رمزية» قابلة للتعدين أو الشراء أو النقل عبر شبكة بلوكتشين أو باستخدام شبكة حسابات موزعة. تُعد بيتكوين أشهر عملة معماة، ويتجاوز عددها الألف عملة، ومنها عملات إيثريوم ولايتكوين ونيو.
Development Operations (DevOps),عمليات التطوير,https://arabicglossary.dubaifuture.ae/ar/words/devops-development-operations,مصطلح يشير إلى تطوير برامج مؤسسية توضح العلاقة بين عمليات التطوير وتقنية المعلومات. وتهدف إلى تعزيز هذه العلاقة.
Server Side,عمليات المخدم,https://arabicglossary.dubaifuture.ae/ar/words/server-side,مصطلح يشير إلى العمليات التي يجريها المخدم ضمن حاسوب والمخدم في وقت واحد ضمن الشبكة الحاسوبية.
Technological design process,عملية التصميم التقني,https://arabicglossary.dubaifuture.ae/ar/words/technological-design-process,عملية تتضمن الخطوات التالية: تحديد المشكلة والبحث فيها وإنتاج حلول محتملة واختيار أفضلها وتطوير نموذج واختياره وتدقيقه وإعادة اختباره وفقًا للحاجة والإبلاغ بالحل النهائي.
Partially observable Markov decision process,عملية قرار ماركوف الملاحظة جزئيًا,https://arabicglossary.dubaifuture.ae/ar/words/partially-observable-markov-decision-process,تعميم لعملية قرار ماركوف المحاكية لعملية قرار الوكيل التي يُفترض فيها أن ديناميكيات النظام تحددها عملية قرار ماركوف، غير أن الوكيل لا يستطيع مراقبة الحالة الأساسية مباشرةً.
CRISP DM model,عملية قياسية عبر الصناعة لاستخراج البيانات.,https://arabicglossary.dubaifuture.ae/ar/words/crisp-dm-model,عملية تجري عبر الصناعة لاستخراج البيانات، وتقدم نهج منظم لتخطيط مشروع استخراج البيانات.
Reionization,عودة التأين,https://arabicglossary.dubaifuture.ae/ar/words/reionization,العملية التي تسببت في إعادة تأين المادة في الكون بعد انقضاء «العصور المظلمة». وتعد عودة التأين المرحلة الرئيسة الثانية التي حدث فيها تغير طوري للغاز في الكون.
Electrospinning,غزل كهربائي,https://arabicglossary.dubaifuture.ae/ar/words/electrospinning,عملية تحدث بسبب الجهد الكهربائي وتحكمها الظواهر الكهروهيدروديناميكية وتتكون خلالها ألياف وجسيمات من محلول بوليمر.
Abiotic,غير حيوي,https://arabicglossary.dubaifuture.ae/ar/words/abiotic,جسم مادي غير حيوي أي غير مشتق من الكائنات الحية.
Hypersonic,فائق صوتي - فرط صوتي - فرصوتي,https://arabicglossary.dubaifuture.ae/ar/words/hypersonic,متعلق بالسرعات الأعلى من سرعة الصوت بأكثر من 5 أضعاف. أو متعلق بالترددات الصوتية الأعلى من مليار هرتز تقريبًا.
Supersonic,فوق صوتي,https://arabicglossary.dubaifuture.ae/ar/words/supersonic,سرعة أكبر من سرعة الصوت.
Biodegradable,قابل للتحلل الحيوي,https://arabicglossary.dubaifuture.ae/ar/words/biodegradable,قابل للتحلل باستخدام البكتيريا أو الكائنات الدقيقة الأخرى ما يحد من التلوث.
Satisfiability,قابلية الإرضاء,https://arabicglossary.dubaifuture.ae/ar/words/satisfiability,وهو مفهوم أولي للدلالات في المنطق الرياضي، إذ تكون الصيغة مُرضية إذا كان من الممكن العثور على تفسير (نموذج) تكون فيه الصيغة صحيحة
Test Data Set,قاعدة بيانات الاختبار,https://arabicglossary.dubaifuture.ae/ar/words/test-data-set,قاعدة بيانات تستخدم لتقييم مدى تطابق النموذج النهائي مع قاعدة بيانات التدريب.
Graph database,قاعدة بيانات الرسم البياني,https://arabicglossary.dubaifuture.ae/ar/words/graph-database,قاعدة بيانات معتمِدة على الرسوم البيانية في الاستعمالات الدلالية مع العُقد والحواف والخصائص، لتمثيل البيانات وتخزينها.
Braincase,قحف الدماغ,https://arabicglossary.dubaifuture.ae/ar/words/braincase,الجزء الذي يحوي الدماغ في الجمجمة.
Black hat,قراصنة القبعة السوداء,https://arabicglossary.dubaifuture.ae/ar/words/black-hat,مجموعات قراصنة يمارسون نشاطات غير قانونية وغالبًا ما تدور حولهم القصص والأفلام. يخترق قراصنة القبعة السوداء شبكات وأنظمة آمنة من أجل تدمير أو تعديل أو سرقة بعض البيانات الحساسة أو تحويل الشبكات إلى شبكات غير قابلة للاستخدام
BiohackBiohack,قرصنة حيوية,https://arabicglossary.dubaifuture.ae/ar/words/biohackbiohack,تعزيز وظائف الجسم باستخدام أجهزة إلكترونية أو مواد كيميائية حيوية. وقد يشير المصطلح أيضًا إلى تعديل الحالة الحيوية للجسم باستخدام مزيج التقنيات الطبية والغذائية والإلكترونية.
Nanorods,قضبان نانوية,https://arabicglossary.dubaifuture.ae/ar/words/nanorods,قضيب من مادة بسمك أو قطر لا يتجاوز عدة نانومترات.
Stentrode,قطب كهربائي إستنتيّ,https://arabicglossary.dubaifuture.ae/ar/words/stentrode,عبارة عن مجموعة من الأقطاب الصغيرة المثبتة على دعامة تُزرع بشكل دائم في وعاء دموي في الدماغ دون الحاجة إلى إجراء جراحة في الدماغ.
Microelectrode,قطب كهربائي صغير,https://arabicglossary.dubaifuture.ae/ar/words/microelectrode,قطب كهربائي دقيق، خاصة ما يدخل في خلية أو نسيج بيولوجي حي عند دراسة خصائصه الكهربائية.
EmDrive,قوة الدفع الكهرومغناطيسي,https://arabicglossary.dubaifuture.ae/ar/words/emdrive,محرك صاروخي يعمل بالموجات الكهرومغناطيسية ويمثل أحد الابتكارات التي قد تغنينا عن الوقود خلال استكشاف الفضاء
Centrifugal force,قوة الطرد المركزي,https://arabicglossary.dubaifuture.ae/ar/words/centrifugal-force,القوة التي تؤثر على الجسم الذي يتحرك في مسار دائري وتدفعه نحو الخارج بعيدًا عن المركز.
Fully Autonomous Driving,قيادة ذاتية تامة,https://arabicglossary.dubaifuture.ae/ar/words/fully-autonomous-driving,مركبة تشعر بالبيئة المحيطة بها وتعمل بصورة مؤتمتة تمامًا دون تدخل بشري.
The Quantified Self,قياس كمي للذات,https://arabicglossary.dubaifuture.ae/ar/words/the-quantified-self,عملية استخدام البيانات الشخصية لتحسين جودة حياة الشخص. ويشير ذلك عادةً إلى الرعاية الصحية.
Robot apocalypse,قيامة الروبوتات,https://arabicglossary.dubaifuture.ae/ar/words/robot-apocalypse,مصطلح يصف سيناريو يكون فيه الذكاء الاصطناعي أو الروبوتات مكتفية ذاتيًا وقادرة على التحكم بشكل فعال في الأرض.
Extra-terrestrials,كائنات فضائية,https://arabicglossary.dubaifuture.ae/ar/words/extra-terrestrials,كائن من عالم آخر شيء ينشأ أو يوجد خارج الأرض وغلافها الجوي
Body Cameras,كاميرات الجسم,https://arabicglossary.dubaifuture.ae/ar/words/body-cameras,نظام تصوير وتسجيل مقاطع فيديو ومقاطع صوتية قابل للارتداء. وتمتاز هذه الأجهزة بتصميمات واستخدامات عديدة، مثل إدماجها في زي رجال الشرطة بالإضافة إلى استخدامات تجارية وطبية.
Space relay box,كبسولة الترحيل الفضائي,https://arabicglossary.dubaifuture.ae/ar/words/space-relay-box,قمر اصطناعي يستخدم لنقل إشارات الراديو والتلفزيون والهاتف حول الأرض ويدور عادة في مدار ثابت بالنسبة للأرض.
CRISPR-Cas9,كريسبر-كاس9,https://arabicglossary.dubaifuture.ae/ar/words/crispr-cas9,أداة تعديل وراثي تتعرف على سلاسل معينة في الحمض النووي وتقطعها من أجل تعديل صفات الكائنات أو معالجة العيوب الجينية.
